title,url,price,location,beds,baths,type,posted,agent,featured
"7 BHK House Rent in Koteshwor, Lalitpur",https://nepalpropertybazaar.com/property/7-bhk-house-rent-in-koteshwor-lalitpur-143/,"Rs184,500/Month","Koteshwor, Lalitpur, Bagamati Province, 44762, Nepal",Beds:7,Baths:3,House,4 days ago,Nepal-Property-Hub,True
"Commercial Space/Villa Rent in Sanepa, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-sanepa-kathmandu-129/,"Rs180,000/Month","Sanepa, Kathmandu, Bagamati Province, 44618, Nepal",Beds:2,Baths:2,Villa,11 days ago,Nepal-Property-Hub,True
"3BHK Flat Rent in Dhobighat, Bhaktapur",https://nepalpropertybazaar.com/property/3bhk-flat-rent-in-dhobighat-bhaktapur-265/,"Rs37,500/Month","Dhobighat, Bhaktapur, Bagamati Province, 44724, Nepal",Beds:3,Bath:1,Flat / Apartment,22 hours ago,Nepal-Property-Hub,False
"Commercial Space/Villa Rent in Naxal, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-naxal-kathmandu-355/,"Rs461,500/Month","Naxal, Kathmandu, Bagamati Province, 44611, Nepal",Beds:10,Baths:3,Villa,19 hours ago,RealEstate-Nepal,True
"Room Rent in Tokha, Lalitpur",https://nepalpropertybazaar.com/property/room-rent-in-tokha-lalitpur-276/,"Rs8,500/Month","Tokha, Lalitpur, Bagamati Province, 44769, Nepal",Bed:1,Bath:1,Room,1 days ago,Hamro-Ghar,True
"Commercial Space/Villa Rent in Thimi, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-thimi-kathmandu-513/,"Rs204,000/Month","Thimi, Kathmandu, Bagamati Province, 44797, Nepal",Beds:10,Baths:3,Commercial,10 days ago,Nepal-Property-Hub,True
"Commercial Space/Villa Rent in Sitapaila, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-sitapaila-kathmandu-633/,"Rs438,000/Month","Sitapaila, Kathmandu, Bagamati Province, 44776, Nepal",Beds:9,Baths:1,Commercial,15 hours ago,RealEstate-Nepal,True
"8 BHK House Rent in Nayabazar, Kathmandu",https://nepalpropertybazaar.com/property/8-bhk-house-rent-in-nayabazar-kathmandu-182/,"Rs102,000/Month","Nayabazar, Kathmandu, Bagmati Province, 44743, Nepal",Beds:8,Baths:2,House,2 hours ago,RealEstate-Nepal,True
"4BHK Flat Rent in Jorpati, Bhaktapur",https://nepalpropertybazaar.com/property/4bhk-flat-rent-in-jorpati-bhaktapur-282/,"Rs41,000/Month","Jorpati, Bhaktapur, Bagamati Province, 44795, Nepal",Beds:4,Baths:3,Flat / Apartment,7 hours ago,Nepal-Property-Hub,False
"Commercial Space/Villa Rent in Kupondole, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-kupondole-lalitpur-876/,"Rs63,000/Month","Kupondole, Lalitpur, Bagamati Province, 44614, Nepal",Beds:2,Baths:4,Commercial,26 days ago,RealEstate-Nepal,False
"6 BHK House Rent in Kalanki, Bhaktapur",https://nepalpropertybazaar.com/property/6-bhk-house-rent-in-kalanki-bhaktapur-192/,"Rs142,000/Month","Kalanki, Bhaktapur, Bagamati Province, 44649, Nepal",Beds:6,Baths:2,House,28 days ago,Hamro-Ghar,True
"3BHK Flat Rent in Naxal, Lalitpur",https://nepalpropertybazaar.com/property/3bhk-flat-rent-in-naxal-lalitpur-834/,"Rs54,000/Month","Naxal, Lalitpur, Bagamati Province, 44619, Nepal",Beds:3,Baths:3,Flat / Apartment,14 days ago,RealEstate-Nepal,True
"8 BHK House Rent in Naxal, Bhaktapur",https://nepalpropertybazaar.com/property/8-bhk-house-rent-in-naxal-bhaktapur-871/,"Rs123,000/Month","Naxal, Bhaktapur, Bagamati Province, 44698, Nepal",Beds:8,Baths:2,House,7 hours ago,Hamro-Ghar,True
"Commercial Space/Villa Rent in Nayabazar, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-nayabazar-kathmandu-311/,"Rs73,500/Month","Nayabazar, Kathmandu, Bagamati Province, 44785, Nepal",Beds:5,Baths:1,Villa,1 hours ago,NPB-Rent,True
"1BHK Flat Rent in Nayabazar, Bhaktapur",https://nepalpropertybazaar.com/property/1bhk-flat-rent-in-nayabazar-bhaktapur-302/,"Rs43,500/Month","Nayabazar, Bhaktapur, Bagmati Province, 44782, Nepal",Bed:1,Bath:1,Flat / Apartment,20 days ago,RealEstate-Nepal,True
"Room Rent in Chunikhel, Lalitpur",https://nepalpropertybazaar.com/property/room-rent-in-chunikhel-lalitpur-786/,"Rs8,000/Month","Chunikhel, Lalitpur, Bagamati Province, 44612, Nepal",Bed:1,Bath:1,Room,21 hours ago,NPB-Rent,False
"Commercial Space/Villa Rent in Sanepa, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-sanepa-bhaktapur-877/,"Rs373,000/Month","Sanepa, Bhaktapur, Bagamati Province, 44718, Nepal",Beds:7,Baths:3,Villa,26 days ago,RealEstate-Nepal,True
"Commercial Space/Villa Rent in Basundhara, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-basundhara-lalitpur-672/,"Rs374,500/Month","Basundhara, Lalitpur, Bagamati Province, 44783, Nepal",Beds:4,Baths:2,Villa,12 days ago,NPB-Rent,False
"Commercial Space/Villa Rent in Battisputali, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-battisputali-lalitpur-166/,"Rs117,000/Month","Battisputali, Lalitpur, Bagmati Province, 44667, Nepal",Beds:4,Baths:1,Villa,14 days ago,RealEstate-Nepal,True
"8 BHK House Rent in Jorpati, Lalitpur",https://nepalpropertybazaar.com/property/8-bhk-house-rent-in-jorpati-lalitpur-828/,"Rs206,000/Month","Jorpati, Lalitpur, Bagamati Province, 44731, Nepal",Beds:8,Baths:3,House,4 days ago,RealEstate-Nepal,False
"Room Rent in Imadol, Bhaktapur",https://nepalpropertybazaar.com/property/room-rent-in-imadol-bhaktapur-542/,"Rs13,500/Month","Imadol, Bhaktapur, Bagamati Province, 44752, Nepal",Bed:1,Bath:1,Room,27 days ago,Nepal-Property-Hub,False
"4BHK Flat Rent in Dhobighat, Kathmandu",https://nepalpropertybazaar.com/property/4bhk-flat-rent-in-dhobighat-kathmandu-304/,"Rs20,000/Month","Dhobighat, Kathmandu, Bagmati Province, 44649, Nepal",Beds:4,Baths:3,Flat / Apartment,17 days ago,Hamro-Ghar,False
"Commercial Space/Villa Rent in Battisputali, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-battisputali-lalitpur-924/,"Rs235,500/Month","Battisputali, Lalitpur, Bagamati Province, 44788, Nepal",Beds:3,Baths:4,Commercial,7 days ago,RealEstate-Nepal,True
"Commercial Space/Villa Rent in Imadol, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-imadol-kathmandu-365/,"Rs162,500/Month","Imadol, Kathmandu, Bagmati Province, 44765, Nepal",Beds:5,Baths:4,Commercial,22 days ago,RealEstate-Nepal,False
"7 BHK House Rent in Sinamangal, Bhaktapur",https://nepalpropertybazaar.com/property/7-bhk-house-rent-in-sinamangal-bhaktapur-675/,"Rs222,500/Month","Sinamangal, Bhaktapur, Bagmati Province, 44708, Nepal",Beds:7,Baths:3,House,20 hours ago,Hamro-Ghar,True
"Room Rent in Basundhara, Bhaktapur",https://nepalpropertybazaar.com/property/room-rent-in-basundhara-bhaktapur-703/,"Rs7,500/Month","Basundhara, Bhaktapur, Bagamati Province, 44646, Nepal",Bed:1,Bath:1,Room,11 hours ago,RealEstate-Nepal,False
"5 BHK House Rent in Budhanilkantha, Lalitpur",https://nepalpropertybazaar.com/property/5-bhk-house-rent-in-budhanilkantha-lalitpur-219/,"Rs204,000/Month","Budhanilkantha, Lalitpur, Bagmati Province, 44728, Nepal",Beds:5,Baths:3,House,21 days ago,NPB-Rent,True
"6 BHK House Rent in Naxal, Lalitpur",https://nepalpropertybazaar.com/property/6-bhk-house-rent-in-naxal-lalitpur-703/,"Rs158,000/Month","Naxal, Lalitpur, Bagamati Province, 44720, Nepal",Beds:6,Baths:2,House,3 days ago,NPB-Rent,True
"Commercial Space/Villa Rent in Sanepa, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-sanepa-bhaktapur-513/,"Rs321,500/Month","Sanepa, Bhaktapur, Bagamati Province, 44703, Nepal",Beds:6,Baths:3,Villa,10 days ago,Hamro-Ghar,False
"Commercial Space/Villa Rent in Jhamsikhel, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-jhamsikhel-lalitpur-934/,"Rs52,500/Month","Jhamsikhel, Lalitpur, Bagmati Province, 44635, Nepal",Beds:5,Baths:3,Villa,17 hours ago,Nepal-Property-Hub,False
"Room Rent in Kapan, Kathmandu",https://nepalpropertybazaar.com/property/room-rent-in-kapan-kathmandu-366/,"Rs5,500/Month","Kapan, Kathmandu, Bagmati Province, 44621, Nepal",Bed:1,Bath:1,Room,22 days ago,Hamro-Ghar,True
"1BHK Flat Rent in Mulpani, Lalitpur",https://nepalpropertybazaar.com/property/1bhk-flat-rent-in-mulpani-lalitpur-359/,"Rs52,000/Month","Mulpani, Lalitpur, Bagamati Province, 44664, Nepal",Bed:1,Baths:3,Flat / Apartment,6 days ago,NPB-Rent,False
"6 BHK House Rent in Mahankal, Kathmandu",https://nepalpropertybazaar.com/property/6-bhk-house-rent-in-mahankal-kathmandu-182/,"Rs130,500/Month","Mahankal, Kathmandu, Bagamati Province, 44743, Nepal",Beds:6,Baths:4,House,24 days ago,Hamro-Ghar,False
"8 BHK House Rent in Patan, Kathmandu",https://nepalpropertybazaar.com/property/8-bhk-house-rent-in-patan-kathmandu-293/,"Rs208,500/Month","Patan, Kathmandu, Bagamati Province, 44753, Nepal",Beds:8,Baths:4,House,29 hours ago,RealEstate-Nepal,True
"4BHK Flat Rent in Tokha, Lalitpur",https://nepalpropertybazaar.com/property/4bhk-flat-rent-in-tokha-lalitpur-914/,"Rs29,000/Month","Tokha, Lalitpur, Bagmati Province, 44706, Nepal",Beds:4,Baths:3,Flat / Apartment,26 days ago,RealEstate-Nepal,True
"1BHK Flat Rent in Kupondole, Bhaktapur",https://nepalpropertybazaar.com/property/1bhk-flat-rent-in-kupondole-bhaktapur-130/,"Rs55,000/Month","Kupondole, Bhaktapur, Bagmati Province, 44647, Nepal",Bed:1,Bath:1,Flat / Apartment,25 days ago,Nepal-Property-Hub,True
"1BHK Flat Rent in Tokha, Bhaktapur",https://nepalpropertybazaar.com/property/1bhk-flat-rent-in-tokha-bhaktapur-853/,"Rs17,000/Month","Tokha, Bhaktapur, Bagamati Province, 44684, Nepal",Bed:1,Baths:3,Flat / Apartment,27 days ago,NPB-Rent,True
"Room Rent in Patan, Kathmandu",https://nepalpropertybazaar.com/property/room-rent-in-patan-kathmandu-125/,"Rs13,000/Month","Patan, Kathmandu, Bagamati Province, 44772, Nepal",Bed:1,Bath:1,Room,10 days ago,RealEstate-Nepal,False
"Room Rent in Bhaisepati, Bhaktapur",https://nepalpropertybazaar.com/property/room-rent-in-bhaisepati-bhaktapur-167/,"Rs6,500/Month","Bhaisepati, Bhaktapur, Bagamati Province, 44762, Nepal",Bed:1,Bath:1,Room,26 hours ago,RealEstate-Nepal,True
"Room Rent in Balkhu, Lalitpur",https://nepalpropertybazaar.com/property/room-rent-in-balkhu-lalitpur-861/,"Rs14,500/Month","Balkhu, Lalitpur, Bagmati Province, 44617, Nepal",Bed:1,Bath:1,Room,15 hours ago,Nepal-Property-Hub,False
"Commercial Space/Villa Rent in Boudha, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-boudha-kathmandu-391/,"Rs235,000/Month","Boudha, Kathmandu, Bagamati Province, 44787, Nepal",Beds:4,Baths:3,Villa,15 days ago,Nepal-Property-Hub,True
"2BHK Flat Rent in Koteshwor, Kathmandu",https://nepalpropertybazaar.com/property/2bhk-flat-rent-in-koteshwor-kathmandu-140/,"Rs58,500/Month","Koteshwor, Kathmandu, Bagamati Province, 44680, Nepal",Beds:2,Baths:2,Flat / Apartment,12 hours ago,Nepal-Property-Hub,True
"Room Rent in Mulpani, Lalitpur",https://nepalpropertybazaar.com/property/room-rent-in-mulpani-lalitpur-363/,"Rs5,500/Month","Mulpani, Lalitpur, Bagamati Province, 44620, Nepal",Bed:1,Bath:1,Room,4 days ago,Hamro-Ghar,False
"4BHK Flat Rent in Chunikhel, Bhaktapur",https://nepalpropertybazaar.com/property/4bhk-flat-rent-in-chunikhel-bhaktapur-599/,"Rs24,500/Month","Chunikhel, Bhaktapur, Bagmati Province, 44691, Nepal",Beds:4,Baths:2,Flat / Apartment,27 days ago,Nepal-Property-Hub,True
"3BHK Flat Rent in Suryabinayak, Kathmandu",https://nepalpropertybazaar.com/property/3bhk-flat-rent-in-suryabinayak-kathmandu-636/,"Rs38,000/Month","Suryabinayak, Kathmandu, Bagamati Province, 44747, Nepal",Beds:3,Baths:3,Flat / Apartment,27 days ago,Hamro-Ghar,True
"1BHK Flat Rent in Balaju, Lalitpur",https://nepalpropertybazaar.com/property/1bhk-flat-rent-in-balaju-lalitpur-343/,"Rs24,500/Month","Balaju, Lalitpur, Bagmati Province, 44662, Nepal",Bed:1,Bath:1,Flat / Apartment,4 days ago,Hamro-Ghar,True
"Commercial Space/Villa Rent in Chabahil, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-chabahil-bhaktapur-741/,"Rs318,500/Month","Chabahil, Bhaktapur, Bagamati Province, 44691, Nepal",Beds:8,Baths:1,Commercial,25 days ago,Nepal-Property-Hub,True
"Room Rent in Naxal, Kathmandu",https://nepalpropertybazaar.com/property/room-rent-in-naxal-kathmandu-480/,"Rs11,000/Month","Naxal, Kathmandu, Bagmati Province, 44742, Nepal",Bed:1,Bath:1,Room,20 hours ago,RealEstate-Nepal,True
"Commercial Space/Villa Rent in Jorpati, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-jorpati-kathmandu-183/,"Rs457,000/Month","Jorpati, Kathmandu, Bagmati Province, 44777, Nepal",Beds:9,Baths:4,Commercial,19 days ago,RealEstate-Nepal,True
"Commercial Space/Villa Rent in Battisputali, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-battisputali-lalitpur-756/,"Rs497,500/Month","Battisputali, Lalitpur, Bagmati Province, 44723, Nepal",Beds:9,Baths:3,Commercial,27 days ago,NPB-Rent,True
"Commercial Space/Villa Rent in Jorpati, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-jorpati-kathmandu-199/,"Rs95,000/Month","Jorpati, Kathmandu, Bagamati Province, 44630, Nepal",Beds:6,Baths:1,Villa,15 hours ago,NPB-Rent,True
"3BHK Flat Rent in Balkhu, Bhaktapur",https://nepalpropertybazaar.com/property/3bhk-flat-rent-in-balkhu-bhaktapur-496/,"Rs36,000/Month","Balkhu, Bhaktapur, Bagmati Province, 44649, Nepal",Beds:3,Bath:1,Flat / Apartment,5 days ago,Nepal-Property-Hub,False
"1BHK Flat Rent in Jorpati, Lalitpur",https://nepalpropertybazaar.com/property/1bhk-flat-rent-in-jorpati-lalitpur-442/,"Rs48,000/Month","Jorpati, Lalitpur, Bagamati Province, 44715, Nepal",Bed:1,Baths:3,Flat / Apartment,30 days ago,Hamro-Ghar,True
"Commercial Space/Villa Rent in Thamel, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-thamel-bhaktapur-921/,"Rs450,500/Month","Thamel, Bhaktapur, Bagmati Province, 44659, Nepal",Beds:6,Baths:3,Villa,4 hours ago,Nepal-Property-Hub,False
"Room Rent in Gairidhara, Bhaktapur",https://nepalpropertybazaar.com/property/room-rent-in-gairidhara-bhaktapur-623/,"Rs6,000/Month","Gairidhara, Bhaktapur, Bagamati Province, 44619, Nepal",Bed:1,Bath:1,Room,2 hours ago,NPB-Rent,True
"Commercial Space/Villa Rent in Suryabinayak, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-suryabinayak-bhaktapur-801/,"Rs320,500/Month","Suryabinayak, Bhaktapur, Bagamati Province, 44750, Nepal",Beds:9,Baths:2,Commercial,3 hours ago,NPB-Rent,False
"Commercial Space/Villa Rent in Suryabinayak, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-suryabinayak-lalitpur-905/,"Rs382,000/Month","Suryabinayak, Lalitpur, Bagmati Province, 44632, Nepal",Beds:9,Baths:3,Commercial,22 hours ago,RealEstate-Nepal,True
"8 BHK House Rent in Thimi, Kathmandu",https://nepalpropertybazaar.com/property/8-bhk-house-rent-in-thimi-kathmandu-158/,"Rs54,000/Month","Thimi, Kathmandu, Bagmati Province, 44647, Nepal",Beds:8,Baths:3,House,27 days ago,RealEstate-Nepal,True
"4 BHK House Rent in Suryabinayak, Lalitpur",https://nepalpropertybazaar.com/property/4-bhk-house-rent-in-suryabinayak-lalitpur-414/,"Rs191,000/Month","Suryabinayak, Lalitpur, Bagmati Province, 44724, Nepal",Beds:4,Baths:3,House,9 days ago,Nepal-Property-Hub,True
"Commercial Space/Villa Rent in Maharajgunj, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-maharajgunj-kathmandu-273/,"Rs103,000/Month","Maharajgunj, Kathmandu, Bagamati Province, 44725, Nepal",Beds:5,Baths:4,Commercial,5 hours ago,RealEstate-Nepal,True
"Commercial Space/Villa Rent in Sitapaila, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-sitapaila-bhaktapur-368/,"Rs368,000/Month","Sitapaila, Bhaktapur, Bagamati Province, 44717, Nepal",Beds:10,Baths:3,Commercial,16 days ago,NPB-Rent,True
"1BHK Flat Rent in Suryabinayak, Lalitpur",https://nepalpropertybazaar.com/property/1bhk-flat-rent-in-suryabinayak-lalitpur-344/,"Rs17,500/Month","Suryabinayak, Lalitpur, Bagmati Province, 44608, Nepal",Bed:1,Baths:2,Flat / Apartment,21 hours ago,RealEstate-Nepal,False
"Commercial Space/Villa Rent in Boudha, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-boudha-kathmandu-538/,"Rs430,500/Month","Boudha, Kathmandu, Bagamati Province, 44698, Nepal",Beds:6,Baths:4,Commercial,18 days ago,RealEstate-Nepal,False
"5 BHK House Rent in Gongabu, Bhaktapur",https://nepalpropertybazaar.com/property/5-bhk-house-rent-in-gongabu-bhaktapur-168/,"Rs190,000/Month","Gongabu, Bhaktapur, Bagamati Province, 44742, Nepal",Beds:5,Baths:5,House,26 days ago,NPB-Rent,True
"Commercial Space/Villa Rent in Bhaisepati, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-bhaisepati-bhaktapur-840/,"Rs467,000/Month","Bhaisepati, Bhaktapur, Bagamati Province, 44724, Nepal",Beds:3,Baths:1,Commercial,30 hours ago,NPB-Rent,False
"3 BHK House Rent in Baneshwor, Lalitpur",https://nepalpropertybazaar.com/property/3-bhk-house-rent-in-baneshwor-lalitpur-173/,"Rs199,500/Month","Baneshwor, Lalitpur, Bagamati Province, 44625, Nepal",Beds:3,Baths:3,House,1 days ago,RealEstate-Nepal,False
"3 BHK House Rent in Chunikhel, Kathmandu",https://nepalpropertybazaar.com/property/3-bhk-house-rent-in-chunikhel-kathmandu-723/,"Rs208,500/Month","Chunikhel, Kathmandu, Bagmati Province, 44758, Nepal",Beds:3,Baths:5,House,2 hours ago,RealEstate-Nepal,True
"3 BHK House Rent in Budhanilkantha, Bhaktapur",https://nepalpropertybazaar.com/property/3-bhk-house-rent-in-budhanilkantha-bhaktapur-185/,"Rs58,500/Month","Budhanilkantha, Bhaktapur, Bagamati Province, 44648, Nepal",Beds:3,Baths:4,House,26 hours ago,RealEstate-Nepal,False
"8 BHK House Rent in Suryabinayak, Lalitpur",https://nepalpropertybazaar.com/property/8-bhk-house-rent-in-suryabinayak-lalitpur-844/,"Rs188,500/Month","Suryabinayak, Lalitpur, Bagmati Province, 44619, Nepal",Beds:8,Baths:2,House,23 days ago,NPB-Rent,False
"Commercial Space/Villa Rent in Sanepa, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-sanepa-bhaktapur-686/,"Rs212,500/Month","Sanepa, Bhaktapur, Bagamati Province, 44705, Nepal",Beds:10,Baths:3,Villa,9 hours ago,Hamro-Ghar,True
"Commercial Space/Villa Rent in Lubhu, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-lubhu-bhaktapur-278/,"Rs425,500/Month","Lubhu, Bhaktapur, Bagamati Province, 44612, Nepal",Beds:4,Baths:1,Commercial,11 hours ago,NPB-Rent,True
"Commercial Space/Villa Rent in Sinamangal, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-sinamangal-lalitpur-863/,"Rs419,000/Month","Sinamangal, Lalitpur, Bagmati Province, 44682, Nepal",Beds:2,Baths:2,Commercial,1 hours ago,RealEstate-Nepal,True
"Commercial Space/Villa Rent in Mulpani, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-mulpani-kathmandu-740/,"Rs354,000/Month","Mulpani, Kathmandu, Bagmati Province, 44772, Nepal",Beds:7,Baths:1,Commercial,30 hours ago,Hamro-Ghar,True
"1BHK Flat Rent in Naxal, Lalitpur",https://nepalpropertybazaar.com/property/1bhk-flat-rent-in-naxal-lalitpur-864/,"Rs51,000/Month","Naxal, Lalitpur, Bagmati Province, 44707, Nepal",Bed:1,Baths:3,Flat / Apartment,19 hours ago,Nepal-Property-Hub,False
"5 BHK House Rent in Chabahil, Lalitpur",https://nepalpropertybazaar.com/property/5-bhk-house-rent-in-chabahil-lalitpur-944/,"Rs201,500/Month","Chabahil, Lalitpur, Bagamati Province, 44683, Nepal",Beds:5,Baths:2,House,3 days ago,RealEstate-Nepal,False
"5 BHK House Rent in Boudha, Kathmandu",https://nepalpropertybazaar.com/property/5-bhk-house-rent-in-boudha-kathmandu-580/,"Rs130,000/Month","Boudha, Kathmandu, Bagamati Province, 44701, Nepal",Beds:5,Baths:4,House,9 days ago,RealEstate-Nepal,False
"8 BHK House Rent in Sitapaila, Bhaktapur",https://nepalpropertybazaar.com/property/8-bhk-house-rent-in-sitapaila-bhaktapur-279/,"Rs193,500/Month","Sitapaila, Bhaktapur, Bagmati Province, 44795, Nepal",Beds:8,Baths:4,House,15 hours ago,Hamro-Ghar,True
"Commercial Space/Villa Rent in Gothatar, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-gothatar-kathmandu-347/,"Rs51,500/Month","Gothatar, Kathmandu, Bagmati Province, 44721, Nepal",Beds:4,Baths:4,Villa,8 days ago,Nepal-Property-Hub,True
"3BHK Flat Rent in Sitapaila, Lalitpur",https://nepalpropertybazaar.com/property/3bhk-flat-rent-in-sitapaila-lalitpur-233/,"Rs44,500/Month","Sitapaila, Lalitpur, Bagmati Province, 44749, Nepal",Beds:3,Baths:3,Flat / Apartment,29 hours ago,Nepal-Property-Hub,True
"Commercial Space/Villa Rent in Mandikhatar, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-mandikhatar-kathmandu-630/,"Rs178,000/Month","Mandikhatar, Kathmandu, Bagmati Province, 44721, Nepal",Beds:5,Baths:3,Commercial,26 hours ago,RealEstate-Nepal,True
"Room Rent in Sinamangal, Bhaktapur",https://nepalpropertybazaar.com/property/room-rent-in-sinamangal-bhaktapur-870/,"Rs5,000/Month","Sinamangal, Bhaktapur, Bagamati Province, 44650, Nepal",Bed:1,Bath:1,Room,17 days ago,RealEstate-Nepal,False
"1BHK Flat Rent in Battisputali, Lalitpur",https://nepalpropertybazaar.com/property/1bhk-flat-rent-in-battisputali-lalitpur-236/,"Rs25,000/Month","Battisputali, Lalitpur, Bagamati Province, 44766, Nepal",Bed:1,Baths:3,Flat / Apartment,1 hours ago,RealEstate-Nepal,True
"2BHK Flat Rent in Suryabinayak, Bhaktapur",https://nepalpropertybazaar.com/property/2bhk-flat-rent-in-suryabinayak-bhaktapur-628/,"Rs41,000/Month","Suryabinayak, Bhaktapur, Bagmati Province, 44711, Nepal",Beds:2,Baths:2,Flat / Apartment,5 days ago,Nepal-Property-Hub,False
"Commercial Space/Villa Rent in Jorpati, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-jorpati-kathmandu-299/,"Rs302,000/Month","Jorpati, Kathmandu, Bagamati Province, 44745, Nepal",Beds:5,Baths:1,Commercial,24 days ago,NPB-Rent,False
"Room Rent in Sanepa, Lalitpur",https://nepalpropertybazaar.com/property/room-rent-in-sanepa-lalitpur-255/,"Rs14,000/Month","Sanepa, Lalitpur, Bagmati Province, 44637, Nepal",Bed:1,Bath:1,Room,25 hours ago,RealEstate-Nepal,True
"Room Rent in Jhamsikhel, Bhaktapur",https://nepalpropertybazaar.com/property/room-rent-in-jhamsikhel-bhaktapur-475/,"Rs14,000/Month","Jhamsikhel, Bhaktapur, Bagamati Province, 44650, Nepal",Bed:1,Bath:1,Room,3 hours ago,Hamro-Ghar,True
"Commercial Space/Villa Rent in Mulpani, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-mulpani-kathmandu-700/,"Rs473,500/Month","Mulpani, Kathmandu, Bagamati Province, 44747, Nepal",Beds:9,Baths:3,Commercial,14 days ago,RealEstate-Nepal,True
"Commercial Space/Villa Rent in Patan, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-patan-kathmandu-740/,"Rs128,500/Month","Patan, Kathmandu, Bagmati Province, 44670, Nepal",Beds:2,Baths:4,Villa,8 days ago,Hamro-Ghar,False
"Room Rent in Lubhu, Kathmandu",https://nepalpropertybazaar.com/property/room-rent-in-lubhu-kathmandu-886/,"Rs5,500/Month","Lubhu, Kathmandu, Bagmati Province, 44759, Nepal",Bed:1,Bath:1,Room,23 hours ago,Nepal-Property-Hub,True
"2BHK Flat Rent in Imadol, Bhaktapur",https://nepalpropertybazaar.com/property/2bhk-flat-rent-in-imadol-bhaktapur-698/,"Rs18,000/Month","Imadol, Bhaktapur, Bagamati Province, 44629, Nepal",Beds:2,Baths:3,Flat / Apartment,26 days ago,RealEstate-Nepal,False
"Room Rent in Boudha, Kathmandu",https://nepalpropertybazaar.com/property/room-rent-in-boudha-kathmandu-949/,"Rs6,000/Month","Boudha, Kathmandu, Bagmati Province, 44783, Nepal",Bed:1,Bath:1,Room,11 hours ago,NPB-Rent,True
"4BHK Flat Rent in Gairidhara, Lalitpur",https://nepalpropertybazaar.com/property/4bhk-flat-rent-in-gairidhara-lalitpur-979/,"Rs59,500/Month","Gairidhara, Lalitpur, Bagamati Province, 44725, Nepal",Beds:4,Baths:3,Flat / Apartment,28 days ago,Hamro-Ghar,False
"Commercial Space/Villa Rent in Kalanki, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-kalanki-bhaktapur-730/,"Rs249,500/Month","Kalanki, Bhaktapur, Bagmati Province, 44699, Nepal",Beds:6,Baths:1,Commercial,28 days ago,NPB-Rent,True
"Room Rent in Dhobighat, Lalitpur",https://nepalpropertybazaar.com/property/room-rent-in-dhobighat-lalitpur-216/,"Rs13,000/Month","Dhobighat, Lalitpur, Bagmati Province, 44678, Nepal",Bed:1,Bath:1,Room,10 days ago,NPB-Rent,False
"Commercial Space/Villa Rent in Bhaisepati, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-bhaisepati-kathmandu-926/,"Rs92,000/Month","Bhaisepati, Kathmandu, Bagmati Province, 44787, Nepal",Beds:9,Baths:3,Villa,4 hours ago,RealEstate-Nepal,False
